date,symbol,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,optionid,index_flag,issuer,exercise_style
2023-08-31,SPX 231215P4160000,2023-12-15,P,4160000,36.9,37.4,0,0.181497,155270138,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4165000,2023-12-15,P,4165000,37.4,37.9,0,0.180823,156521865,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4170000,2023-12-15,P,4170000,37.9,38.4,0,0.180135,155270139,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4175000,2023-12-15,P,4175000,38.5,38.9,168,0.179519,137581289,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4180000,2023-12-15,P,4180000,39,39.5,235,0.178889,155270140,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4185000,2023-12-15,P,4185000,39.5,39.9,83,0.178079,156521866,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4190000,2023-12-15,P,4190000,40,40.5,370,0.177422,155270141,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4195000,2023-12-15,P,4195000,40.6,41.1,246,0.176832,156521867,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4200000,2023-12-15,P,4200000,41.2,41.6,4348,0.176146,137581290,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4205000,2023-12-15,P,4205000,41.7,42.2,13,0.175447,156521868,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4210000,2023-12-15,P,4210000,42.3,42.8,32,0.174813,155270142,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4215000,2023-12-15,P,4215000,42.8,43.4,0,0.174086,156521869,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4220000,2023-12-15,P,4220000,43.4,43.9,4,0.173346,155270143,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4225000,2023-12-15,P,4225000,44.1,44.6,53,0.172824,137581291,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4230000,2023-12-15,P,4230000,44.7,45.2,3,0.172132,155270144,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4235000,2023-12-15,P,4235000,45.4,45.8,0,0.171501,156521870,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4240000,2023-12-15,P,4240000,46,46.4,0,0.17078,155270145,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4245000,2023-12-15,P,4245000,46.6,47.1,3,0.170119,156521871,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4250000,2023-12-15,P,4250000,47.3,47.7,2146,0.169442,137581292,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4255000,2023-12-15,P,4255000,47.9,48.4,2,0.168751,156521872,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4260000,2023-12-15,P,4260000,48.6,49.1,0,0.168117,155270146,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4265000,2023-12-15,P,4265000,49.3,49.8,9,0.167467,156521873,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4270000,2023-12-15,P,4270000,50,50.5,9,0.166801,155270147,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4275000,2023-12-15,P,4275000,50.7,51.2,1268,0.16612,137753275,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4280000,2023-12-15,P,4280000,51.4,51.9,11,0.165422,155270148,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4285000,2023-12-15,P,4285000,52.2,52.7,0,0.164848,156521874,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4290000,2023-12-15,P,4290000,52.9,53.4,2,0.164118,155270149,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4295000,2023-12-15,P,4295000,53.7,54.2,0,0.16351,156521875,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4300000,2023-12-15,P,4300000,54.4,54.9,1453,0.162747,137581293,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4305000,2023-12-15,P,4305000,55.2,55.8,1,0.162173,156521876,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4310000,2023-12-15,P,4310000,56,56.6,0,0.161513,155270150,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4315000,2023-12-15,P,4315000,56.9,57.4,0,0.160902,156521877,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4320000,2023-12-15,P,4320000,57.7,58.3,15,0.160273,155270151,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4325000,2023-12-15,P,4325000,58.5,59.1,7,0.15956,137934716,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4330000,2023-12-15,P,4330000,59.4,60,1,0.15896,155270152,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4335000,2023-12-15,P,4335000,60.2,60.8,397,0.158212,156521878,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4340000,2023-12-15,P,4340000,61.1,61.8,554,0.15764,155270153,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4345000,2023-12-15,P,4345000,62,62.7,0,0.156984,156521879,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4350000,2023-12-15,P,4350000,63,63.5,743,0.15631,137934717,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4355000,2023-12-15,P,4355000,63.8,64.5,0,0.155617,156521880,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4360000,2023-12-15,P,4360000,64.8,65.5,1,0.15503,155270154,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4365000,2023-12-15,P,4365000,65.7,66.5,0,0.154361,156521881,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4370000,2023-12-15,P,4370000,66.7,67.5,0,0.153735,155270155,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4375000,2023-12-15,P,4375000,67.7,68.5,15,0.153088,137934718,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4380000,2023-12-15,P,4380000,68.8,69.5,1,0.152482,155270156,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4385000,2023-12-15,P,4385000,69.8,70.5,0,0.151795,156521882,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4390000,2023-12-15,P,4390000,70.8,71.6,2,0.151148,155270157,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4395000,2023-12-15,P,4395000,71.9,72.7,0,0.150541,156521883,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4400000,2023-12-15,P,4400000,73.1,73.6,1768,0.149852,137581294,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4405000,2023-12-15,P,4405000,74.1,74.9,0,0.149261,156521884,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4410000,2023-12-15,P,4410000,75.3,76,2,0.148647,155270158,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4415000,2023-12-15,P,4415000,76.4,77.2,0,0.148012,156521885,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4420000,2023-12-15,P,4420000,77.6,78.4,0,0.147412,155270159,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4425000,2023-12-15,P,4425000,78.8,79.6,175,0.14679,138191509,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4430000,2023-12-15,P,4430000,80,80.8,1,0.146146,155270160,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4435000,2023-12-15,P,4435000,81.2,82.1,0,0.145535,156521886,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4440000,2023-12-15,P,4440000,82.5,83.3,20,0.144902,155270161,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4445000,2023-12-15,P,4445000,83.8,84.6,0,0.144302,156521887,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4450000,2023-12-15,P,4450000,85.2,85.8,2118,0.143677,138470553,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4455000,2023-12-15,P,4455000,86.4,87.3,0,0.143085,156521888,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4460000,2023-12-15,P,4460000,87.8,88.6,0,0.142468,155270162,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4465000,2023-12-15,P,4465000,89.2,90,0,0.141882,156521889,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4470000,2023-12-15,P,4470000,90.6,91.4,2,0.141271,155270163,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4475000,2023-12-15,P,4475000,92,92.8,0,0.140636,138485878,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4480000,2023-12-15,P,4480000,93.4,94.3,0,0.140029,155270164,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4485000,2023-12-15,P,4485000,94.9,95.8,0,0.139451,156521890,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4490000,2023-12-15,P,4490000,96.4,97.3,0,0.138847,155270165,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4495000,2023-12-15,P,4495000,98,98.9,0,0.138324,156642408,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4500000,2023-12-15,P,4500000,99.6,100.2,8677,0.137614,137581295,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4505000,2023-12-15,P,4505000,101.1,102,105,0.137091,156642409,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4510000,2023-12-15,P,4510000,102.7,103.6,1,0.136488,155270166,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4515000,2023-12-15,P,4515000,104.4,105.3,9,0.135963,156642410,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4520000,2023-12-15,P,4520000,106,107,0,0.135357,155270167,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4525000,2023-12-15,P,4525000,107.8,108.6,1051,0.134775,139193680,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4530000,2023-12-15,P,4530000,109.5,110.4,0,0.134218,155270168,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4535000,2023-12-15,P,4535000,111.3,112.2,0,0.133685,156642411,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4540000,2023-12-15,P,4540000,113.1,114,0,0.133123,155270169,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4545000,2023-12-15,P,4545000,114.9,115.9,0,0.132583,156642412,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4550000,2023-12-15,P,4550000,116.9,117.5,2091,0.131961,139193681,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4555000,2023-12-15,P,4555000,118.6,119.6,0,0.131413,156642413,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4560000,2023-12-15,P,4560000,120.6,121.6,0,0.13094,155270170,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4565000,2023-12-15,P,4565000,122.5,123.5,0,0.130331,156642414,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4570000,2023-12-15,P,4570000,124.5,125.6,11,0.129847,155270171,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4575000,2023-12-15,P,4575000,126.6,127.5,86,0.12928,139547188,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4580000,2023-12-15,P,4580000,128.5,129.8,0,0.128785,155270172,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4585000,2023-12-15,P,4585000,130.6,131.9,0,0.128257,156642415,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4590000,2023-12-15,P,4590000,132.8,134,50,0.127749,155270173,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4595000,2023-12-15,P,4595000,134.9,136.2,0,0.127209,156642416,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4600000,2023-12-15,P,4600000,137.5,138.1,137,0.126739,137581296,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4605000,2023-12-15,P,4605000,139.4,140.7,0,0.126236,156642417,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4610000,2023-12-15,P,4610000,141.7,143,0,0.125751,155270174,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4615000,2023-12-15,P,4615000,144,145.3,0,0.125232,156642418,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4620000,2023-12-15,P,4620000,146.4,147.7,0,0.124783,155270175,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4625000,2023-12-15,P,4625000,149,150,9,0.124352,139587746,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4630000,2023-12-15,P,4630000,151.2,152.6,0,0.123834,155270176,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4640000,2023-12-15,P,4640000,156.2,157.6,2,0.122901,155270177,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4650000,2023-12-15,P,4650000,161.4,162.8,20,0.122037,139587747,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4660000,2023-12-15,P,4660000,166.7,168.1,0,0.121134,155270178,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4670000,2023-12-15,P,4670000,172.2,173.6,63,0.120298,155270179,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4675000,2023-12-15,P,4675000,175,176.4,138,0.119878,139587748,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4680000,2023-12-15,P,4680000,177.8,179.3,115,0.119476,155270180,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4690000,2023-12-15,P,4690000,183.7,185.1,0,0.118722,155270181,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4700000,2023-12-15,P,4700000,189.7,191.1,4,0.117982,137581297,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4710000,2023-12-15,P,4710000,195.8,197.3,0,0.117258,155270182,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4720000,2023-12-15,P,4720000,202.1,203.6,0,0.11655,155270183,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4725000,2023-12-15,P,4725000,205.3,206.8,0,0.116195,139687581,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4730000,2023-12-15,P,4730000,208.6,210.1,0,0.115918,155270184,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4740000,2023-12-15,P,4740000,215.2,216.8,0,0.115308,155476174,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4750000,2023-12-15,P,4750000,222,223.5,5,0.114661,139806857,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4760000,2023-12-15,P,4760000,227.7,231.9,0,0.114228,155476175,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4770000,2023-12-15,P,4770000,234.7,239.1,0,0.113703,155476176,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4775000,2023-12-15,P,4775000,238.3,242.5,0,0.113313,139880717,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4780000,2023-12-15,P,4780000,241.8,246.4,0,0.113147,155476177,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4790000,2023-12-15,P,4790000,249.3,253.8,0,0.112767,155630391,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4800000,2023-12-15,P,4800000,256.8,261.2,0,0.112227,137581298,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4810000,2023-12-15,P,4810000,264.5,269,0,0.111955,155660368,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4820000,2023-12-15,P,4820000,272.3,276.7,0,0.111528,155660369,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4825000,2023-12-15,P,4825000,276.2,280.7,0,0.111367,141538298,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4830000,2023-12-15,P,4830000,280.2,284.7,0,0.111245,155660370,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4840000,2023-12-15,P,4840000,288.3,292.8,0,0.111046,155660371,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4850000,2023-12-15,P,4850000,296.4,301,0,0.110778,141538299,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4860000,2023-12-15,P,4860000,304.6,309.2,0,0.110438,155704170,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4870000,2023-12-15,P,4870000,313,317.6,0,0.110294,155715117,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4875000,2023-12-15,P,4875000,317.2,321.8,0,0.110166,141538300,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4880000,2023-12-15,P,4880000,321.5,326.2,0,0.110279,155715118,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4890000,2023-12-15,P,4890000,330.1,334.8,0,0.110223,155715119,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4900000,2023-12-15,P,4900000,338.4,343.4,0,0.109722,137581299,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4910000,2023-12-15,P,4910000,347.1,352.2,0,0.109672,156046535,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4920000,2023-12-15,P,4920000,356.3,361.3,0,0.110358,156046536,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4925000,2023-12-15,P,4925000,360.7,365.8,0,0.110393,141538301,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4930000,2023-12-15,P,4930000,364.8,369.9,0,0.109596,156065003,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4950000,2023-12-15,P,4950000,383.2,388.3,0,0.110685,141538302,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P4975000,2023-12-15,P,4975000,406,411.2,1,0.111118,141538303,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P500000,2023-12-15,P,500000,0,0.05,0,1.123276,137718306,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5000000,2023-12-15,P,5000000,429.2,434.5,1651,0.112005,137581300,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5025000,2023-12-15,P,5025000,450.9,458,0,0.109956,146666359,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5050000,2023-12-15,P,5050000,476,481.4,2,0.113047,141538304,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5075000,2023-12-15,P,5075000,499.9,505.3,0,0.114507,146682146,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5100000,2023-12-15,P,5100000,523.9,529.3,0,0.115993,137581301,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5125000,2023-12-15,P,5125000,546.9,555,0,0.118838,146682147,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5150000,2023-12-15,P,5150000,572.2,577.6,0,0.11936,141538305,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5200000,2023-12-15,P,5200000,619.7,627.8,0,0.124881,137581302,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5250000,2023-12-15,P,5250000,668.2,676.7,0,0.128789,144263300,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5300000,2023-12-15,P,5300000,717.3,725.5,0,0.133853,137581303,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5350000,2023-12-15,P,5350000,766,774.5,0,0.137509,144263301,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5400000,2023-12-15,P,5400000,815.1,823.4,0,0.141964,137581304,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5450000,2023-12-15,P,5450000,864.4,872.5,0,0.148227,144263302,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5500000,2023-12-15,P,5500000,913.5,921.8,0,0.154356,137581305,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5600000,2023-12-15,P,5600000,1007.9,1024.1,2,0.165596,137581306,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5700000,2023-12-15,P,5700000,1106.2,1122.3,3,0.174762,137581307,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5800000,2023-12-15,P,5800000,1204.5,1220.7,0,0.184631,137581308,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P5900000,2023-12-15,P,5900000,1302.8,1319,5,0.192936,137581309,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P600000,2023-12-15,P,600000,0,0.05,0,1.029976,137718307,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6000000,2023-12-15,P,6000000,1406,1411.5,0,0.187916,137581310,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6100000,2023-12-15,P,6100000,1504.3,1509.8,0,0.190972,137581311,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6200000,2023-12-15,P,6200000,1597.9,1614,0,0.21634,137581312,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6300000,2023-12-15,P,6300000,1696.3,1712.4,0,0.224192,137581313,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6400000,2023-12-15,P,6400000,1794.6,1810.8,0,0.229747,137581314,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6500000,2023-12-15,P,6500000,1893,1909.1,0,0.234184,137753276,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6600000,2023-12-15,P,6600000,1991.4,2007.5,0,0.239831,137934719,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6700000,2023-12-15,P,6700000,2089.7,2105.9,0,0.241472,138191510,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6800000,2023-12-15,P,6800000,2188.1,2204.2,1,0.240015,138485879,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P6900000,2023-12-15,P,6900000,2286.5,2302.6,0,0.23963,139193682,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P700000,2023-12-15,P,700000,0,0.05,0,0.951592,137718308,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P7000000,2023-12-15,P,7000000,2384.8,2400.9,0,,139574644,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P7100000,2023-12-15,P,7100000,2483.2,2499.4,0,,139587749,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P7200000,2023-12-15,P,7200000,2585.9,2591.6,0,,139687582,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P7300000,2023-12-15,P,7300000,2680,2696.1,1,,139880718,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P800000,2023-12-15,P,800000,0,0.05,3,0.884032,137718309,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 231215P900000,2023-12-15,P,900000,0.05,0.1,0,0.886493,137718310,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1000000,2024-01-19,C,1000000,3506.8,3521.3,0,,149816854,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1200000,2024-01-19,C,1200000,3313.3,3319.6,0,,149816855,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1400000,2024-01-19,C,1400000,3115.9,3130.3,0,,149816856,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1600000,2024-01-19,C,1600000,2920.5,2934.9,0,,149816857,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1700000,2024-01-19,C,1700000,2822.8,2837.2,0,,149816858,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1800000,2024-01-19,C,1800000,2725.2,2739.5,0,,149816859,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C1900000,2024-01-19,C,1900000,2627.5,2641.9,0,,149816860,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C200000,2024-01-19,C,200000,4290.8,4297.3,1,,149816861,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2000000,2024-01-19,C,2000000,2530.3,2544.3,0,,149816862,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2100000,2024-01-19,C,2100000,2432.4,2446.7,0,,149816863,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2200000,2024-01-19,C,2200000,2337.3,2343.3,0,,149816864,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2300000,2024-01-19,C,2300000,2237.8,2251.7,0,,149816865,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2350000,2024-01-19,C,2350000,2189.1,2203,0,,149816866,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2400000,2024-01-19,C,2400000,2140.4,2154.3,0,,149816867,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2450000,2024-01-19,C,2450000,2091.3,2105.6,0,,149816868,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2500000,2024-01-19,C,2500000,2043,2056.9,0,0.308967,149816869,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2550000,2024-01-19,C,2550000,1994,2008.3,0,0.320856,149816870,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2600000,2024-01-19,C,2600000,1947.9,1953.8,0,,149816871,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2650000,2024-01-19,C,2650000,1896.7,1911,0,0.336574,149816872,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2675000,2024-01-19,C,2675000,1872.4,1886.7,0,0.337746,151599848,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2700000,2024-01-19,C,2700000,1850.7,1856.6,0,,149816873,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2725000,2024-01-19,C,2725000,1824.2,1838.1,0,0.342769,149816874,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2750000,2024-01-19,C,2750000,1799.6,1813.8,0,0.338037,149816875,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2775000,2024-01-19,C,2775000,1775.3,1789.5,0,0.336655,149816876,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2800000,2024-01-19,C,2800000,1753.6,1759.5,0,0.287493,149816877,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2825000,2024-01-19,C,2825000,1726.7,1741,0,0.333865,149816878,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2850000,2024-01-19,C,2850000,1702.5,1716.7,0,0.332418,149816879,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2875000,2024-01-19,C,2875000,1678.6,1692.4,0,0.332964,149816880,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2900000,2024-01-19,C,2900000,1654.3,1668.2,0,0.330784,149816881,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2925000,2024-01-19,C,2925000,1629.7,1643.9,0,0.325678,149816882,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2950000,2024-01-19,C,2950000,1605.8,1619.7,0,0.325811,149816883,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C2975000,2024-01-19,C,2975000,1581.2,1595.5,0,0.321262,149816884,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 240119C3000000,2024-01-19,C,3000000,1557.4,1571.2,0,0.32073,149816885,1,CBOE S&P 500 INDEX,E
